Player_Name,Gender,Country,Year,Sport,Event,Sport_Type,Gold,Silver,Bronze
Abdul Khaliq,M,Pakistan,1954,Athletics,4 × 100 m relay,Team,0,1,0
Muhammad Sharif Butt,M,Pakistan,1954,Athletics,4 × 100 m relay,Team,0,1,0
Khwaja Muhammad Aslam,M,Pakistan,1954,Athletics,4 × 100 m relay,Team,0,1,0
Abdul Aziz,M,Pakistan,1954,Athletics,4 × 100 m relay,Team,0,1,0
Genaro Cabrera,M,Philippines,1954,Athletics,4 × 100 m relay,Team,0,0,1
Gaspar Azares,M,Philippines,1954,Athletics,4 × 100 m relay,Team,0,0,1
Eusebio Ensong,M,Philippines,1954,Athletics,4 × 100 m relay,Team,0,0,1
Pedro Subido,M,Philippines,1954,Athletics,4 × 100 m relay,Team,0,0,1
Christine Brown,F,India,1954,Athletics,4 × 100 m relay,Team,1,0,0
Stephie D'Souza,F,India,1954,Athletics,4 × 100 m relay,Team,1,0,0
Violet Peters,F,India,1954,Athletics,4 × 100 m relay,Team,1,0,0
Mary D'Souza,F,India,1954,Athletics,4 × 100 m relay,Team,1,0,0
Kimiko Okamoto,F,Japan,1954,Athletics,4 × 100 m relay,Team,0,1,0
Atsuko Nambu,F,Japan,1954,Athletics,4 × 100 m relay,Team,0,1,0
Michiko Iwamoto,F,Japan,1954,Athletics,4 × 100 m relay,Team,0,1,0
Midori Tanaka,F,Japan,1954,Athletics,4 × 100 m relay,Team,0,1,0
Inocencia Solis,F,Philippines,1954,Athletics,4 × 100 m relay,Team,0,0,1
Rogelia Ferrer,F,Philippines,1954,Athletics,4 × 100 m relay,Team,0,0,1
Manolita Cinco,F,Philippines,1954,Athletics,4 × 100 m relay,Team,0,0,1
Roberta Anore,F,Philippines,1954,Athletics,4 × 100 m relay,Team,0,0,1
Akira Matsui,M,Japan,1954,Athletics,4 × 400 m relay,Team,1,0,0
Yoshitaka Muroya,M,Japan,1954,Athletics,4 × 400 m relay,Team,1,0,0
Nobuaki Matsuno,M,Japan,1954,Athletics,4 × 400 m relay,Team,1,0,0
Kanji Akagi,M,Japan,1954,Athletics,4 × 400 m relay,Team,1,0,0
Joginder Singh Dhanaor,M,India,1954,Athletics,4 × 400 m relay,Team,0,1,0
Ivan Jacob,M,India,1954,Athletics,4 × 400 m relay,Team,0,1,0
Harjeet Singh,M,India,1954,Athletics,4 × 400 m relay,Team,0,1,0
J. B. Joseph,M,India,1954,Athletics,4 × 400 m relay,Team,0,1,0
Pablo Somblingo,M,Philippines,1954,Athletics,4 × 400 m relay,Team,0,0,1
Cipriano Niera,M,Philippines,1954,Athletics,4 × 400 m relay,Team,0,0,1
Mauricio Paubaya,M,Philippines,1954,Athletics,4 × 400 m relay,Team,0,0,1
Ernesto Rodriguez,M,Philippines,1954,Athletics,4 × 400 m relay,Team,0,0,1
Kanji Akagi,M,Japan,1954,Athletics,400 m,Single,1,0,0
Joginder Singh Dhanaor,M,India,1954,Athletics,400 m,Single,0,1,0
Chen Ying-lang,M,Republic of China,1954,Athletics,400 m,Single,0,0,1
Mirza Khan,M,Pakistan,1954,Athletics,400 m hurdles,Single,1,0,0
Chan Onn Leng,M,Singapore,1954,Athletics,400 m hurdles,Single,0,1,0
Jaime Pimental,M,Philippines,1954,Athletics,400 m hurdles,Single,0,0,1
Osamu Inoue,M,Japan,1954,Athletics,5000 m,Single,1,0,0
Choi Yun-chil,M,South Korea,1954,Athletics,5000 m,Single,0,1,0
Dalu Ram,M,India,1954,Athletics,5000 m,Single,0,0,1
Michiko Iwamoto,F,Japan,1954,Athletics,80 m hurdles,Single,1,0,0
Miyo Miyashita,F,Japan,1954,Athletics,80 m hurdles,Single,0,1,0
Tang Pui Wah,F,Singapore,1954,Athletics,80 m hurdles,Single,0,0,1
Yoshitaka Muroya,M,Japan,1954,Athletics,800 m,Single,1,0,0
Sohan Singh Dhanoa,M,India,1954,Athletics,800 m,Single,0,1,0
Michio Ueki,M,Japan,1954,Athletics,800 m,Single,0,0,1
Yang Chuan-kwang,M,Republic of China,1954,Athletics,Decathlon,Single,1,0,0
Fumio Nishiuchi,M,Japan,1954,Athletics,Decathlon,Single,0,1,0
Ronnie O'Brien,M,India,1954,Athletics,Decathlon,Single,0,0,1
Parduman Singh Brar,M,India,1954,Athletics,Discus throw,Single,1,0,0
Chi Pei-lin,M,Republic of China,1954,Athletics,Discus throw,Single,0,1,0
Liu Ching,M,Republic of China,1954,Athletics,Discus throw,Single,0,0,1
Toyoko Yoshino,F,Japan,1954,Athletics,Discus throw,Single,1,0,0
Taeko Nomura,F,Japan,1954,Athletics,Discus throw,Single,0,1,0
Yuriko Mizoguchi,F,Japan,1954,Athletics,Discus throw,Single,0,0,1
Yoshio Kojima,M,Japan,1954,Athletics,Hammer throw,Single,1,0,0
Muhammad Iqbal,M,Pakistan,1954,Athletics,Hammer throw,Single,0,1,0
Song Kyo-sik,M,South Korea,1954,Athletics,Hammer throw,Single,0,0,1
Ajit Singh Balla,M,India,1954,Athletics,High jump,Single,1,0,0
Yukio Ishikawa,M,Japan,1954,Athletics,High jump,Single,0,1,0
Andres Franco,M,Philippines,1954,Athletics,High jump,Single,0,0,1
Ahuva Kraus,F,Israel,1954,Athletics,High jump,Single,1,0,0
Miyoko Takahashi,F,Japan,1954,Athletics,High jump,Single,0,1,0
Mieko Muro,F,Japan,1954,Athletics,High jump,Single,0,0,1
Muhammad Nawaz,M,Pakistan,1954,Athletics,Javelin throw,Single,1,0,0
Jalal Khan,M,Pakistan,1954,Athletics,Javelin throw,Single,0,1,0
Haruo Nagayasu,M,Japan,1954,Athletics,Javelin throw,Single,0,0,1
Akiko Kurihara,F,Japan,1954,Athletics,Javelin throw,Single,1,0,0
Yasuko Inden,F,Japan,1954,Athletics,Javelin throw,Single,0,1,0
Vivencia Subido,F,Philippines,1954,Athletics,Javelin throw,Single,0,0,1
Noriaki Sagawa,M,Japan,1954,Athletics,Long jump,Single,1,0,0
Yoshiro Sonoda,M,Japan,1954,Athletics,Long jump,Single,0,1,0
Lin Te-sheng,M,Republic of China,1954,Athletics,Long jump,Single,0,0,1
Yoshie Takahashi,F,Japan,1954,Athletics,Long jump,Single,1,0,0
Atsuko Nambu,F,Japan,1954,Athletics,Long jump,Single,0,1,0
Mikiko Tazaki,F,Japan,1954,Athletics,Long jump,Single,0,0,1
Bunkichi Sawada,M,Japan,1954,Athletics,Pole vault,Single,1,0,0
Toyokichi Matsumoto,M,Japan,1954,Athletics,Pole vault,Single,0,1,0
Lai Yu-tao,M,Republic of China,1954,Athletics,Pole vault,Single,0,0,1
Parduman Singh Brar,M,India,1954,Athletics,Shot put,Single,1,0,0
Yoshio Kojima,M,Japan,1954,Athletics,Shot put,Single,0,1,0
Ishar Singh,M,India,1954,Athletics,Shot put,Single,0,0,1
Toyoko Yoshino,F,Japan,1954,Athletics,Shot put,Single,1,0,0
Motoko Yoshida,F,Japan,1954,Athletics,Shot put,Single,0,1,0
Yuriko Mizoguchi,F,Japan,1954,Athletics,Shot put,Single,0,0,1
Noriaki Sagawa,M,Japan,1954,Athletics,Triple jump,Single,1,0,0
Yoshio Iimuro,M,Japan,1954,Athletics,Triple jump,Single,0,1,0
Choi Yong-kee,M,South Korea,1954,Athletics,Triple jump,Single,0,0,1
Bayani Amador,M,Philippines,1954,Basketball,Men,Team,1,0,0
Florentino Bautista,M,Philippines,1954,Basketball,Men,Team,1,0,0
Jose Maria Cacho,M,Philippines,1954,Basketball,Men,Team,1,0,0
Napoleon Flores,M,Philippines,1954,Basketball,Men,Team,1,0,0
Antonio Genato,M,Philippines,1954,Basketball,Men,Team,1,0,0
Rafael Hechanova,M,Philippines,1954,Basketball,Men,Team,1,0,0
Eduardo Lim,M,Philippines,1954,Basketball,Men,Team,1,0,0
Carlos Loyzaga,M,Philippines,1954,Basketball,Men,Team,1,0,0
Ramon Manulat,M,Philippines,1954,Basketball,Men,Team,1,0,0
Lauro Mumar,M,Philippines,1954,Basketball,Men,Team,1,0,0
Francisco Rabat,M,Philippines,1954,Basketball,Men,Team,1,0,0
Ignacio Ramos,M,Philippines,1954,Basketball,Men,Team,1,0,0
Ponciano Saldaña,M,Philippines,1954,Basketball,Men,Team,1,0,0
Mariano Tolentino,M,Philippines,1954,Basketball,Men,Team,1,0,0
Hoo Cha-pen,M,Republic of China,1954,Basketball,Men,Team,0,1,0
Lai Lam-kwong,M,Republic of China,1954,Basketball,Men,Team,0,1,0
Edward Lee,M,Republic of China,1954,Basketball,Men,Team,0,1,0
Jose Lim,M,Republic of China,1954,Basketball,Men,Team,0,1,0
Julian Lim,M,Republic of China,1954,Basketball,Men,Team,0,1,0
Ling Jing-huan,M,Republic of China,1954,Basketball,Men,Team,0,1,0
Joachim Poon,M,Republic of China,1954,Basketball,Men,Team,0,1,0
Tong Suet-fong,M,Republic of China,1954,Basketball,Men,Team,0,1,0
Tsai Bon-hua,M,Republic of China,1954,Basketball,Men,Team,0,1,0
Wang Yih-jiun,M,Republic of China,1954,Basketball,Men,Team,0,1,0
Wu Yet-an,M,Republic of China,1954,Basketball,Men,Team,0,1,0
Joachim Yao,M,Republic of China,1954,Basketball,Men,Team,0,1,0
James Yap,M,Republic of China,1954,Basketball,Men,Team,0,1,0
Yung Pi-hock,M,Republic of China,1954,Basketball,Men,Team,0,1,0
Hirokazu Arai,M,Japan,1954,Basketball,Men,Team,0,0,1
Jyunya Arai,M,Japan,1954,Basketball,Men,Team,0,0,1
Riichi Arai,M,Japan,1954,Basketball,Men,Team,0,0,1
Takashi Itoyama,M,Japan,1954,Basketball,Men,Team,0,0,1
Takeshi Kinoshita,M,Japan,1954,Basketball,Men,Team,0,0,1
Hitoshi Konno,M,Japan,1954,Basketball,Men,Team,0,0,1
Hisashi Nagashima,M,Japan,1954,Basketball,Men,Team,0,0,1
Shozo Noguchi,M,Japan,1954,Basketball,Men,Team,0,0,1
Hiroshi Saito,M,Japan,1954,Basketball,Men,Team,0,0,1
Shigeuji Saito,M,Japan,1954,Basketball,Men,Team,0,0,1
Shutaro Shoji,M,Japan,1954,Basketball,Men,Team,0,0,1
Takeo Sugiyama,M,Japan,1954,Basketball,Men,Team,0,0,1
Alejandro Ortuoste,M,Philippines,1954,Boxing,Bantamweight(54 kg) ,Single,1,0,0
Hempala Jayasuriya,M,Ceylon,1954,Boxing,Bantamweight(54 kg) ,Single,0,1,0
Kichio Miyake,M,Japan,1954,Boxing,Bantamweight(54 kg) ,Single,0,0,1
Park Kum-hyun,Unknown,South Korea,1954,Boxing,Featherweight(57 kg) ,Single,1,0,0
Mauro Dizon,Unknown,Philippines,1954,Boxing,Featherweight(57 kg) ,Single,0,1,0
Chandrasena Jayasuriya,Unknown,Ceylon,1954,Boxing,Featherweight(57 kg) ,Single,0,0,1
Ernesto Sajo,Unknown,Philippines,1954,Boxing,Flyweight(51 kg) ,Single,1,0,0
Lee Jang-kyo,Unknown,South Korea,1954,Boxing,Flyweight(51 kg) ,Single,0,1,0
Aye Kho,Unknown,Burma,1954,Boxing,Flyweight(51 kg) ,Single,0,0,1
Vicente Tunacao,Unknown,Philippines,1954,Boxing,Light middleweight(71 kg) ,Single,1,0,0
Yutaka Kobashi,Unknown,Japan,1954,Boxing,Light middleweight(71 kg) ,Single,0,1,0
Ernesto Porto,Unknown,Philippines,1954,Boxing,Light welterweight(63.5 kg) ,Single,1,0,0
Lee Sam-yong,Unknown,South Korea,1954,Boxing,Light welterweight(63.5 kg) ,Single,0,1,0
Hisao Inoue,Unknown,Japan,1954,Boxing,Light welterweight(63.5 kg) ,Single,0,0,1
Celedonio Espinosa,M,Philippines,1954,Boxing,Lightweight(60 kg) ,Single,1,0,0
Henry Wong,M,Republic of China,1954,Boxing,Lightweight(60 kg) ,Single,0,1,0
Hiroshi Iwabuchi,M,Japan,1954,Boxing,Lightweight(60 kg) ,Single,0,0,1
Kazuma Fujimoto,Unknown,Japan,1954,Boxing,Welterweight(67 kg) ,Single,1,0,0
Bulat Bin Ismail,Unknown,Singapore,1954,Boxing,Welterweight(67 kg) ,Single,0,1,0
Kim Yoon-seo,Unknown,South Korea,1954,Boxing,Welterweight(67 kg) ,Single,0,0,1
Katsuichi Mori,M,Japan,1954,Diving,10 m platform,Single,1,0,0
Yoav Raanan,M,Israel,1954,Diving,10 m platform,Single,0,1,0
K. P. Thakkar,M,India,1954,Diving,10 m platform,Single,0,0,1
Masami Miyamoto,F,Japan,1954,Diving,10 m platform,Single,1,0,0
Shuko Sakaguchi,F,Japan,1954,Diving,10 m platform,Single,0,1,0
Kanoko Tsutani,F,Japan,1954,Diving,10 m platform,Single,0,0,1
Yoav Raanan,M,Israel,1954,Diving,3 m springboard,Single,1,0,0
Katsuichi Mori,M,Japan,1954,Diving,3 m springboard,Single,0,1,0
Yutaka Baba,M,Japan,1954,Diving,3 m springboard,Single,0,0,1
Masami Miyamoto,F,Japan,1954,Diving,3 m springboard,Single,1,0,0
Shuko Sakaguchi,F,Japan,1954,Diving,3 m springboard,Single,0,1,0
Kanoko Tsutani,F,Japan,1954,Diving,3 m springboard,Single,0,0,1
Chan Fai-hung,M,Republic of China,1954,Football,Men,Team,1,0,0
Chou Wen-chi,M,Republic of China,1954,Football,Men,Team,1,0,0
Chu Chin-ching,M,Republic of China,1954,Football,Men,Team,1,0,0
Chu Wing-keung,M,Republic of China,1954,Football,Men,Team,1,0,0
Hau Ching-to,M,Republic of China,1954,Football,Men,Team,1,0,0
Hau Yung-sang,M,Republic of China,1954,Football,Men,Team,1,0,0
Ho Ying-fan,M,Republic of China,1954,Football,Men,Team,1,0,0
Hsu Wei-po,M,Republic of China,1954,Football,Men,Team,1,0,0
King Loh-sung,M,Republic of China,1954,Football,Men,Team,1,0,0
Lau Yee,M,Republic of China,1954,Football,Men,Team,1,0,0
Lee Tai-fai,M,Republic of China,1954,Football,Men,Team,1,0,0
Li Chun-fat,M,Republic of China,1954,Football,Men,Team,1,0,0
Lo Ching-hsiang,M,Republic of China,1954,Football,Men,Team,1,0,0
Mok Chun-wah,M,Republic of China,1954,Football,Men,Team,1,0,0
Ng Kee-cheung,M,Republic of China,1954,Football,Men,Team,1,0,0
Pau King-yin,M,Republic of China,1954,Football,Men,Team,1,0,0
Szeto Man,M,Republic of China,1954,Football,Men,Team,1,0,0
Tang Sum,M,Republic of China,1954,Football,Men,Team,1,0,0
Teng Sheung,M,Republic of China,1954,Football,Men,Team,1,0,0
Tse Tsu-kuo,M,Republic of China,1954,Football,Men,Team,1,0,0
Yen Shih-hsin,M,Republic of China,1954,Football,Men,Team,1,0,0
Yiu Cheuk-yin,M,Republic of China,1954,Football,Men,Team,1,0,0
Choi Chung-min,M,South Korea,1954,Football,Men,Team,0,1,0
Choi Kwang-seok,M,South Korea,1954,Football,Men,Team,0,1,0
Chu Yung-kwang,M,South Korea,1954,Football,Men,Team,0,1,0
Chung Kook-chin,M,South Korea,1954,Football,Men,Team,0,1,0
Chung Nam-sik,M,South Korea,1954,Football,Men,Team,0,1,0
Ham Heung-chul,M,South Korea,1954,Football,Men,Team,0,1,0
Han Chang-wha,M,South Korea,1954,Football,Men,Team,0,1,0
Hong Deok-young,M,South Korea,1954,Football,Men,Team,0,1,0
Kang Chang-gi,M,South Korea,1954,Football,Men,Team,0,1,0
Kim Ji-sung,M,South Korea,1954,Football,Men,Team,0,1,0
Lee Sang-yi,M,South Korea,1954,Football,Men,Team,0,1,0
Li Jong-kap,M,South Korea,1954,Football,Men,Team,0,1,0
Min Byung-dae,M,South Korea,1954,Football,Men,Team,0,1,0
Park Il-kap,M,South Korea,1954,Football,Men,Team,0,1,0
Park Kyu-chung,M,South Korea,1954,Football,Men,Team,0,1,0
Sung Nak-woon,M,South Korea,1954,Football,Men,Team,0,1,0
Seaton Aukim,M,Burma,1954,Football,Men,Team,0,0,1
Ba Kyu,M,Burma,1954,Football,Men,Team,0,0,1
Perry Dwe,M,Burma,1954,Football,Men,Team,0,0,1
Samuel Gordon,M,Burma,1954,Football,Men,Team,0,0,1
Hla Maung,M,Burma,1954,Football,Men,Team,0,0,1
Htoowa Dwe,M,Burma,1954,Football,Men,Team,0,0,1
Kyaw Zaw,M,Burma,1954,Football,Men,Team,0,0,1
Pe Myint,M,Burma,1954,Football,Men,Team,0,0,1
Maung Aung,M,Burma,1954,Football,Men,Team,0,0,1
Sein Myint,M,Burma,1954,Football,Men,Team,0,0,1
Sein Pe,M,Burma,1954,Football,Men,Team,0,0,1
Douglas Steward,M,Burma,1954,Football,Men,Team,0,0,1
Thein Aung,M,Burma,1954,Football,Men,Team,0,0,1
Tin Kyi,M,Burma,1954,Football,Men,Team,0,0,1
Tun Aung,M,Burma,1954,Football,Men,Team,0,0,1
Robert Yin Gyaw,M,Burma,1954,Football,Men,Team,0,0,1
Martin Gison,Unknown,Philippines,1954,Shooting,25 m rapid fire pistol,Single,1,0,0
Tsurukichi Kawaoka,Unknown,Japan,1954,Shooting,25 m rapid fire pistol,Single,0,1,0
Lukman Saketi,Unknown,Indonesia,1954,Shooting,25 m rapid fire pistol,Single,0,0,1
Hernando Castelo,Unknown,Philippines,1954,Shooting,300 m rifle 3 positions,Single,1,0,0
Martin Gison,Unknown,Philippines,1954,Shooting,300 m rifle 3 positions,Single,0,1,0
Dov Ben-Dov,Unknown,Israel,1954,Shooting,300 m rifle 3 positions,Single,0,0,1
Choji Hosaka,Unknown,Japan,1954,Shooting,50 m pistol,Single,1,0,0
Albert von Einsiedel,Unknown,Philippines,1954,Shooting,50 m pistol,Single,0,1,0
Simeon Lee,Unknown,Philippines,1954,Shooting,50 m pistol,Single,0,0,1
Adolfo Feliciano,Unknown,Philippines,1954,Shooting,50 m rifle 3 positions,Single,1,0,0
Martin Gison,Unknown,Philippines,1954,Shooting,50 m rifle 3 positions,Single,0,1,0
Jose Zalvidea,Unknown,Philippines,1954,Shooting,50 m rifle 3 positions,Single,0,0,1
Albert von Einsiedel,Unknown,Philippines,1954,Shooting,50 m rifle prone,Single,1,0,0
Cesar Jayme,Unknown,Philippines,1954,Shooting,50 m rifle prone,Single,0,1,0
Martin Gison,Unknown,Philippines,1954,Shooting,50 m rifle prone,Single,0,0,1
Masao Fujita,Unknown,Japan,1954,Shooting,Trap,Single,1,0,0
Tokusaburo Iwata,Unknown,Japan,1954,Shooting,Trap,Single,0,1,0
Enrique Beech,Unknown,Philippines,1954,Shooting,Trap,Single,0,0,1
Keiji Hase,M,Japan,1954,Swimming,100 m backstroke,Single,1,0,0
Norihiko Kurahashi,M,Japan,1954,Swimming,100 m backstroke,Single,0,1,0
Takuro Ashida,M,Japan,1954,Swimming,100 m backstroke,Single,0,0,1
Jocelyn von Giese,F,Philippines,1954,Swimming,100 m backstroke,Single,1,0,0
Keiko Sadamori,F,Japan,1954,Swimming,100 m backstroke,Single,0,1,0
Midori Morimae,F,Japan,1954,Swimming,100 m backstroke,Single,0,0,1
Haydee Coloso,F,Philippines,1954,Swimming,100 m butterfly,Single,1,0,0
Norma Yldefonso,F,Philippines,1954,Swimming,100 m butterfly,Single,0,1,0
Sandra von Giese,F,Philippines,1954,Swimming,100 m butterfly,Single,0,0,1
Hiroshi Suzuki,M,Japan,1954,Swimming,100 m freestyle,Single,1,0,0
Teijiro Tanikawa,M,Japan,1954,Swimming,100 m freestyle,Single,0,1,0
Neo Chwee Kok,M,Singapore,1954,Swimming,100 m freestyle,Single,0,0,1
Haydee Coloso,F,Philippines,1954,Swimming,100 m freestyle,Single,1,0,0
Tomiko Atarashi,F,Japan,1954,Swimming,100 m freestyle,Single,0,1,0
Shizue Miyabe,F,Japan,1954,Swimming,100 m freestyle,Single,0,0,1
Yukiyoshi Aoki,M,Japan,1954,Swimming,1500 m freestyle,Single,1,0,0
Shichiro Shintaku,M,Japan,1954,Swimming,1500 m freestyle,Single,0,1,0
Tsutomu Nagashima,M,Japan,1954,Swimming,1500 m freestyle,Single,0,0,1
Mamoru Tanaka,M,Japan,1954,Swimming,200 m breaststroke,Single,1,0,0
Masaru Furukawa,M,Japan,1954,Swimming,200 m breaststroke,Single,0,1,0
Masao Togami,M,Japan,1954,Swimming,200 m breaststroke,Single,0,0,1
Masayo Aoki,F,Japan,1954,Swimming,200 m breaststroke,Single,1,0,0
Kazuko Sakamoto,F,Japan,1954,Swimming,200 m breaststroke,Single,0,1,0
Chizuko Urahata,F,Japan,1954,Swimming,200 m breaststroke,Single,0,0,1
Parsons Nabiula,M,Philippines,1954,Swimming,200 m butterfly,Single,1,0,0
Amado Jimenez,M,Philippines,1954,Swimming,200 m butterfly,Single,0,1,0
Robert Collins,M,Philippines,1954,Swimming,200 m butterfly,Single,0,0,1
Sadako Yamashita,F,Japan,1954,Swimming,4 × 100 m freestyle relay,Team,1,0,0
Shizue Miyabe,F,Japan,1954,Swimming,4 × 100 m freestyle relay,Team,1,0,0
Misako Tamura,F,Japan,1954,Swimming,4 × 100 m freestyle relay,Team,1,0,0
Tomiko Atarashi,F,Japan,1954,Swimming,4 × 100 m freestyle relay,Team,1,0,0
Sonia von Giese,F,Philippines,1954,Swimming,4 × 100 m freestyle relay,Team,0,1,0
Gertrudes Vito,F,Philippines,1954,Swimming,4 × 100 m freestyle relay,Team,0,1,0
Nimfa Lim,F,Philippines,1954,Swimming,4 × 100 m freestyle relay,Team,0,1,0
Haydee Coloso,F,Philippines,1954,Swimming,4 × 100 m freestyle relay,Team,0,1,0
Kwok Ngan-hung,F,Republic of China,1954,Swimming,4 × 100 m freestyle relay,Team,0,0,1
Tsui Shiu-ling,F,Republic of China,1954,Swimming,4 × 100 m freestyle relay,Team,0,0,1
Chang Zoe-chee,F,Republic of China,1954,Swimming,4 × 100 m freestyle relay,Team,0,0,1
Chan Sin-yi,F,Republic of China,1954,Swimming,4 × 100 m freestyle relay,Team,0,0,1
Kenzo Yoshimura,M,Japan,1954,Swimming,4 × 200 m freestyle relay,Team,1,0,0
Teijiro Tanikawa,M,Japan,1954,Swimming,4 × 200 m freestyle relay,Team,1,0,0
Yukiyoshi Aoki,M,Japan,1954,Swimming,4 × 200 m freestyle relay,Team,1,0,0
Hiroshi Suzuki,M,Japan,1954,Swimming,4 × 200 m freestyle relay,Team,1,0,0
Ong Choon Lim,M,Singapore,1954,Swimming,4 × 200 m freestyle relay,Team,0,1,0
Tan Teow Choon,M,Singapore,1954,Swimming,4 × 200 m freestyle relay,Team,0,1,0
Lionel Chee,M,Singapore,1954,Swimming,4 × 200 m freestyle relay,Team,0,1,0
Neo Chwee Kok,M,Singapore,1954,Swimming,4 × 200 m freestyle relay,Team,0,1,0
Rolando Santos,M,Philippines,1954,Swimming,4 × 200 m freestyle relay,Team,0,0,1
Bertulfo Cachero,M,Philippines,1954,Swimming,4 × 200 m freestyle relay,Team,0,0,1
Angel Colmenares,M,Philippines,1954,Swimming,4 × 200 m freestyle relay,Team,0,0,1
Bana Sailani,M,Philippines,1954,Swimming,4 × 200 m freestyle relay,Team,0,0,1
Yoshihiro Shoji,M,Japan,1954,Swimming,400 m freestyle,Single,1,0,0
Katsuji Yamashita,M,Japan,1954,Swimming,400 m freestyle,Single,0,1,0
Bana Sailani,M,Philippines,1954,Swimming,400 m freestyle,Single,0,0,1
Misako Tamura,F,Japan,1954,Swimming,400 m freestyle,Single,1,0,0
Akiko Miyazaki,F,Japan,1954,Swimming,400 m freestyle,Single,0,1,0
Yoshiko Sato,F,Japan,1954,Swimming,400 m freestyle,Single,0,0,1
Gan Eng Teck,M,Singapore,1954,Water polo,Men,Team,1,0,0
Ho Kian Bin,M,Singapore,1954,Water polo,Men,Team,1,0,0
Kee Soon Bee,M,Singapore,1954,Water polo,Men,Team,1,0,0
Keith Mitchell,M,Singapore,1954,Water polo,Men,Team,1,0,0
Oh Chwee Hock,M,Singapore,1954,Water polo,Men,Team,1,0,0
Tan Eng Bock,M,Singapore,1954,Water polo,Men,Team,1,0,0
Tan Hwee Hock,M,Singapore,1954,Water polo,Men,Team,1,0,0
Wiebe Wolters,M,Singapore,1954,Water polo,Men,Team,1,0,0
Hachiro Arakawa,M,Japan,1954,Water polo,Men,Team,0,1,0
Hirobumi Chige,M,Japan,1954,Water polo,Men,Team,0,1,0
Shunichi Hiroshiga,M,Japan,1954,Water polo,Men,Team,0,1,0
Teruyoshi Kanda,M,Japan,1954,Water polo,Men,Team,0,1,0
Shinichiro Koga,M,Japan,1954,Water polo,Men,Team,0,1,0
Takayoshi Matsufuji,M,Japan,1954,Water polo,Men,Team,0,1,0
Osamu Miyabe,M,Japan,1954,Water polo,Men,Team,0,1,0
Takanao Sado,M,Japan,1954,Water polo,Men,Team,0,1,0
Haosue Tajina,M,Japan,1954,Water polo,Men,Team,0,1,0
Nisei Tashiro,M,Japan,1954,Water polo,Men,Team,0,1,0
Gashmir Daud,M,Indonesia,1954,Water polo,Men,Team,0,0,1
Djie Soen Kion,M,Indonesia,1954,Water polo,Men,Team,0,0,1
Djie Soen Kwah,M,Indonesia,1954,Water polo,Men,Team,0,0,1
Benjamin Idris,M,Indonesia,1954,Water polo,Men,Team,0,0,1
Liem Siong Lien,M,Indonesia,1954,Water polo,Men,Team,0,0,1
Lim Sing Lok,M,Indonesia,1954,Water polo,Men,Team,0,0,1
Margono,M,Indonesia,1954,Water polo,Men,Team,0,0,1
Oen Teng Pie,M,Indonesia,1954,Water polo,Men,Team,0,0,1
Otman Siragar,M,Indonesia,1954,Water polo,Men,Team,0,0,1
Bunasir Surachnad,M,Indonesia,1954,Water polo,Men,Team,0,0,1
Tio Tjoe Hong,M,Indonesia,1954,Water polo,Men,Team,0,0,1
Yu In-ho,Unknown,South Korea,1954,Weightlifting,Bantamweight(56 kg) ,Single,1,0,0
Rodolfo Caparas,Unknown,Philippines,1954,Weightlifting,Bantamweight(56 kg) ,Single,0,1,0
Yoshio Nanbu,Unknown,Japan,1954,Weightlifting,Bantamweight(56 kg) ,Single,0,0,1
Nil Tun Maung,Unknown,Burma,1954,Weightlifting,Featherweight(60 kg) ,Single,1,0,0
Rodrigo del Rosario,Unknown,Philippines,1954,Weightlifting,Featherweight(60 kg) ,Single,0,1,0
Chay Weng Yew,Unknown,Singapore,1954,Weightlifting,Featherweight(60 kg) ,Single,0,0,1
Maung Maung Lwin,Unknown,Burma,1954,Weightlifting,Heavyweight(+90 kg) ,Single,1,0,0
Hong Chi-hua,Unknown,Republic of China,1954,Weightlifting,Heavyweight(+90 kg) ,Single,0,1,0
Shih Ping-hua,Unknown,Republic of China,1954,Weightlifting,Heavyweight(+90 kg) ,Single,0,0,1
Kim Seong-jip,Unknown,South Korea,1954,Weightlifting,Light heavyweight(82.5 kg) ,Single,1,0,0
Muhammad Iqbal Butt,Unknown,Pakistan,1954,Weightlifting,Light heavyweight(82.5 kg) ,Single,0,1,0
Harold de Castro,Unknown,Singapore,1954,Weightlifting,Light heavyweight(82.5 kg) ,Single,0,0,1
Cho Bong-jik,Unknown,South Korea,1954,Weightlifting,Lightweight(67.5 kg) ,Single,1,0,0
Minoru Kubota,Unknown,Japan,1954,Weightlifting,Lightweight(67.5 kg) ,Single,0,1,0
Thio Ging Hwie,Unknown,Indonesia,1954,Weightlifting,Lightweight(67.5 kg) ,Single,0,0,1
Ko Chong-ku,Unknown,South Korea,1954,Weightlifting,Middle heavyweight(90 kg) ,Single,1,0,0
Pedro del Mundo,Unknown,Philippines,1954,Weightlifting,Middle heavyweight(90 kg) ,Single,0,1,0
Joaquin Vasquez,Unknown,Philippines,1954,Weightlifting,Middle heavyweight(90 kg) ,Single,0,0,1
Kim Chang-hee,M,South Korea,1954,Weightlifting,Middleweight(75 kg) ,Single,1,0,0
La See-yun,M,South Korea,1954,Weightlifting,Middleweight(75 kg) ,Single,0,1,0
Hachiro Fujiwara,M,Japan,1954,Weightlifting,Middleweight(75 kg) ,Single,0,0,1
